Id,Start time,Completion time,Email,Name,Reviewer Initials,"ID (e.g.  PM1, CT2 or EU3)",Elligibility,Reasons for excluison ,trial open/published date ,Trial registry ID,Trial name,protocol available,Protocol type,SAP available,number of PRIMARY outcomes,Primary outcome(s),Result reporting,Specify partially available results ,PLANED overall sample  sample size,Does the sample size per arm differ?,Enter PLANED sample size per arm ( equally distributed),Enter PLANED sample size per arm ( NOT equally distributed/unclear),ACTUAL overall sample size( number of patients recruited),Does the ACTUAL sample size differ per arm?,Actual sample size per arm ( equally distributed) ,Actual sample size per arm ( Not equally distributed),Planned trial duration reporting,Specify PLANNED trial duration ( months),Specify ACTUAL trial duration ( months),Statistical methodologies/analysis,Technology-guided assignment,number of STARTING arms,non-randomised control arm,type of control,Was arm added/dropped planned in protocol? ,Arms ADDED,number of arms ADDED,Reason for ADDING arms,Arms DROPPED,number of arms DROPPED,Reasons for dropping arms,Who made the decision to drop or add arm(s)?,Multiple testing correction for multiple arms ,Trial status,Reason for discontinuation/termination,Research field,Intervention type,Phase,Sponsor,Funder,Single center or multicenter,National or international,"Interim analysis conducted
",number of interim analysis ,Was interim analysis trigger reported?,List Interim analysis  trigger details,Is there multiple testing adjustment,Adaptive design Features( select all applicable) ,Any PPI reported,at what stage PPI were involved ,Who was involved,What was the impact of PPI involvement ,Any additional features that were not captured ,If PUBMED data source,"Any other details, comments"
58,04/08/2025 17:49,04/08/2025 18:02,anonymous,,SD,PM6,Yes,,6/23/2024,,POP,No,,No,1,Disease control rate ( DCR),Not available,,,Unclear,,,,Unclear,,,not reported,,,Frequentist,Not available,,No,,Yes,No,,,No,,,,Unclear,In planning,,Oncology,Drug,Phase II,Industry,Industry,Multi,Not available ,unclear,,,,,futility stopping;sample size re-estimation;not clearly reported;,Yes,"result implementation into healthcare syste,",Patient ogranisations/advocay groups,Not available,,Data extracted from publication,
59,04/08/2025 18:02,04/08/2025 18:18,anonymous,,SD,PM7,Yes,,5/26/2020,NCT03838042,INFORM2,No,,No,2,RP2D ; Best response ( CR or PR),Not available,,128,Yes,,25;25;25;29,91,Unclear,,,Fixed duration,35,72,Bayesian,Yes,4,No,,Yes,Yes,1,,Yes,2,Futility;,,No,Ongoing,,Oncology,Drug,Phase I/II,Non-Industry,Public,Multi,International ,yes,2,Yes,first 10 patient recruited,Unclear,futility stopping;,No,,,,,Data extracted from publication and registry ,
60,04/08/2025 18:19,04/08/2025 18:39,anonymous,,SD,PM9,Yes,,10/18/2018,NCT03805399 ,FUTURE,Yes,Master protocol,Yes,1,ORR,reported in full,,140,No,20,,141,Yes,,4; 20; 46; 10; 46; 6; 9,Fixed duration,41,50, Both,No,7,No,,Yes,No,,,No,,,,No,Unclear,,Oncology,Drug,Phase I/II,Industry,Both,Multi,National,yes,1,Unclear,,Unclear,efficacy stopping;sample size re-estimation;,No,,,,,Data extracted from publication and registry ,
61,04/08/2025 19:06,04/08/2025 19:06,anonymous,,SD,PM10,Yes,,12/15/2016,NCT03182634,plasmaMATCH,Yes,Master protocol,Yes,1,ORR,reported in full,,1000,Yes,,40; 16;16;16,1150,Yes,,76;17;14;17,Fixed duration,71,83,Frequentist,No,4,No,,Yes,Yes,1,,No,,,,No,Completed,,Oncology,Drug,Phase II,Non-Industry,Both,Multi,National,yes,2,Yes,"When all 37 patients have been recruited 
an interim analysis will take place to evaluate the response rate; When all 37 patients have been followed up for a 
minimum of 4 months an interim analysis will take place",No,sample size re-estimation;futility stopping;adaptive dose adjustment;,No,,,,,Data extracted from publication and registry ,
62,04/09/2025 17:42,04/09/2025 18:00,anonymous,,SD,,Yes,,02/01/2016,NCT02675829,Trial of Ado-Trastuzumab Emtansine for Patients With HER2 Amplified or Mutant Cancers,No,,No,1,best ORR,Partially/ Per arm,"trial still ongoing, results partially reported for HER-2 mutant lung adenocarcinomas",72,Unclear,,,140,Unclear,,,Fixed duration,24,120,Frequentist,No,4,No,,Yes,Yes,2,,No,,,,Yes,Ongoing,,Oncology,Drug,Phase II,Non-Industry,Public,Single,National,unclear,,,,,not clearly reported;,No,,,,,Data extracted from publication and registry ,
63,04/09/2025 18:00,04/09/2025 18:19,anonymous,,SD,PM30,Yes,,04/01/2021,NCT04817956,IMPRESS-N,No,,No,2,16 weeks clinical response; access to drugs for patients,Not available,,1000,Unclear,,,3000,Unclear,,,Fixed duration,288,288,Frequentist,Yes,7,No,,Yes,Yes,13,,No,,,,No,Ongoing,,Oncology,Drug,Phase II,Non-Industry,Public,Multi,National,unclear,,,,,efficacy stopping;,No,,,,,Data extracted from publication and registry ,
64,04/09/2025 18:19,04/09/2025 18:41,anonymous,,SD,PM31,Yes,,9/25/2018,NCT03671018 ; 2018-001141-13 ,A Study to Evaluate the Safety and Efficacy of Mosunetuzumab (BTCT4465A) in Combination With Polatuzumab Vedotin in B-Cell Non-Hodgkin Lymphoma,Yes,Master protocol,No,4,MTD; RP2D;Percentage of participants with AEs; best ORR defined as CR or PR,Partially/ Per arm,present results of dose escalation in patients with R/R NHL and single-arm expansion in second-line or later LBCL.,276,Unclear,,,422,Unclear,,,Fixed duration,60,84,Not available,No,7,No,,unclear,Yes,1,,Yes,3,Futility;,sponsor,No,Ongoing,,Oncology,Drug,Phase I/II,Industry,Industry,Multi,International ,yes,1,No,,No,futility stopping;adaptive dose adjustment;sample size re-estimation;,No,,,,,Data extracted from publication and registry ,
65,04/11/2025 12:17,04/11/2025 12:28,anonymous,,SD,PM21,Yes,,07/09/2018,NCT03574402,TRUMP,No,,No,1,Response Rate(RR),Not available,,400,Unclear,,,400,Unclear,,,Fixed duration,77,77,Frequentist,No,4,No,,Yes,Yes,14,unclear,No,,,sponsor and investigator with pharmaceutical companies,No,Ongoing,,Oncology,Drug,Phase II,Non-Industry,Industry,Multi,National,yes,,Yes,First 1500 patients recruited,No,sample size re-estimation;futility stopping;,No,,,,,Data extracted from publication and registry ,
66,04/11/2025 12:28,04/11/2025 12:40,anonymous,,SD,PM22,Yes,,03/01/2016,NCT02582775,MT2015-20: Biochemical Correction of Severe EB by Allo HSCT and Serial Donor MSCs,Yes,Master protocol,Yes,1,event free survival,reported in full,,60,Yes,,23;46; 16; 16,17,Unclear,,,Fixed duration,72,88,Frequentist,No,1,No,,Yes,Yes,7,replacing dropped arms,Yes,2,operational issues;,,No,Completed,,skin disorder,transplant,Phase II,Non-Industry,Public,Single,National,yes,1,Yes,enrolment of 25 patients,No,sample size re-estimation;efficacy stopping;,No,,,,,Data extracted from publication and registry ,
67,04/11/2025 12:40,04/11/2025 12:50,anonymous,,SD,PM26,Yes,,6/26/2015,NCT02419495,Phase IB Study to Evaluate the Safety of Selinexor (KPT-330) in Combination with Multiple Standard Chemotherapy or Immunotherapy Agents in Patients with Advanced Malignancies,No,,No,1,Incidence of adverse events,reported in full,,51,Unclear,,,221,Unclear,,,Fixed duration,36,111,Frequentist,No,7,No,,unclear,Yes,8,,No,,,,No,Discontinued/terminated,The study was terminated early due to lack of objective responses,Oncology,Drug,Phase I/II,Non-Industry,Public,Single,National,No,,,,,not clearly reported;,No,,,,,Data extracted from publication and registry ,
68,04/11/2025 12:50,04/12/2025 15:03,anonymous,,SD,PM23,Yes,,6/19/2015,NCT02420912,Nivolumab combined with Ibrutinib for relapsed refractory or high risk untreated patients the chronic Lympocytic Leukemia,No,,No,2,"Number of participants with a response ( c1 & c3)
",Partially/ Per arm,only 2/3 cohorts reported,48,Unclear,,,37,Yes,,"10,14,13",Fixed duration,72,80,Frequentist,No,2,No,,No,Yes,1,,No,,,,No,Completed,,Oncology,Drug,Phase II,Non-Industry,Public,Single,National,No,,,,,not clearly reported;,No,,,,,Data extracted from publication and registry ,
69,04/12/2025 15:04,04/12/2025 15:06,anonymous,,SD,PM24,Yes,,08/08/2017,NCT03138083,OMO-1 in Solid Malignancies,No,,No,2,"Incidence of treatment-emergent adverse events including dose-limiting toxicities;Incidence of clinically significant abnormal measurements in physical examination, ophthalmological examination, vital signs, electrocardiogram (ECG), pregnancy test, lab tests and ECOG performance status
",reported in full,,80,Unclear,,,40,Yes,,"24,10,5",Fixed duration,41,33,Frequentist,No,3,No,,unclear,Yes,3,,No,,,,Unclear,Discontinued/terminated,"strategic decision (including lack of funding)
",Oncology,Drug,Phase I/II,Industry,Industry,Multi,International ,unclear,,,,,adaptive dose adjustment;,No,,,,,Data extracted from publication and registry ,
70,04/12/2025 15:07,04/12/2025 15:10,anonymous,,SD,PM25,Yes,,6/26/2015,NCT02419495,Phase IB Study to Evaluate the Safety of Selinexor (KPT-330) in Combination with Multiple Standard Chemotherapy or Immunotherapy Agents in Patients with Advanced Malignancies,No,,No,1,"Incidence of adverse events
",reported in full,,51,Unclear,,,221,Unclear,,,Fixed duration,36,111,Frequentist,No,7,No,,unclear,Yes,8,,No,,,,No,Discontinued/terminated,"The study was terminated early due to lack of objective responses
",Oncology,Drug,Phase I,Non-Industry,Public,Single,National,No,,,,,not clearly reported;,No,,,,,Data extracted from publication and registry ,
71,04/12/2025 15:10,04/12/2025 15:14,anonymous,,SD,PM27,Yes,,3/17/2017,NCT03066206,A Phase II Study of Poziotinib in EGFR or HER2 Mutant Advanced Solid Tumors,No,,No,2,ORR,Partially/ Per arm,there are partial results published,30,Yes,,30;50,93,Unclear,,,Fixed duration,48,105,Bayesian,No,1,No,,unclear,Yes,1,,Yes,1,Not available;,,No,Ongoing,,Oncology,Drug,Phase II,Non-Industry,Public,Single,National,No,,,,,futility stopping;,No,,,,,Data extracted from publication and registry ,
72,04/12/2025 15:14,04/12/2025 15:17,anonymous,,SD,PM28,Yes,,02/01/2016,NCT02675829,Trial of Ado-Trastuzumab Emtansine for Patients With HER2 Amplified or Mutant Cancers,No,,No,1,best ORR,Partially/ Per arm,"trial still ongoing, results partially reported for HER-2 mutant lung adenocarcinomas",72,Unclear,,,140,Unclear,,,Fixed duration,24,120,Frequentist,No,4,No,,Yes,Yes,2,,No,,,,Yes,Ongoing,,Oncology,Drug,Phase II,Non-Industry,Public,Single,National,unclear,,,,,not clearly reported;,No,,,,,Data extracted from publication and registry ,
73,04/12/2025 15:19,04/12/2025 15:23,anonymous,,SD,PM30,Yes,,04/01/2021,NCT04817956,IMPRESS-N,No,,No,2,"16 weeks clinical response; access to drugs for patients
",Not available,,1000,Unclear,,,3000,Unclear,,,Fixed duration,288,288,Frequentist,Yes,7,No,,Yes,Yes,13,,No,,,,No,Ongoing,,Oncology,Drug,Phase II,Non-Industry,Public,Multi,National,unclear,,,,,not clearly reported,No,,,,,Data extracted from publication and registry ,
74,04/12/2025 15:23,04/12/2025 15:26,anonymous,,SD,PM31,Yes,,9/25/2018,NCT03671018 ; 2018-001141-13 ,A Study to Evaluate the Safety and Efficacy of Mosunetuzumab (BTCT4465A) in Combination With Polatuzumab Vedotin in B-Cell Non-Hodgkin Lymphoma,Yes,Master protocol,No,4,"MTD; RP2D;Percentage of participants with AEs; best ORR defined as CR or PR
",Partially/ Per arm,present results of dose escalation in patients with R/R NHL and single-arm expansion in second-line or later LBCL.,276,Unclear,,,422,Unclear,,,Fixed duration,60,84,Not available,No,7,No,,unclear,Yes,1,,Yes,3,Futility,SPONSOR,No,Ongoing,,Oncology,Drug,Phase I/II,Industry,Industry,Multi,International ,yes,1,No,,No,futility stopping;adaptive dose adjustment,No,,,,,Data extracted from publication and registry ,
75,04/12/2025 15:27,04/12/2025 15:29,anonymous,,SD,PM32,Yes,,11/09/2021,NCT04892446,Phase 2 multi arm study of magrolimab combinations in patients with relapsed/refractory multiple myeloma,No,,No,4,"Percentage of Participants Experiencing Dose-limiting Toxicities (DLTs) According to the National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) Version 5.0 (Safety Run-in Cohorts) [Time Frame: First dose date up to the end of the first dosing cycle (Cycle 1=35 days)], Percentage of Participants Experiencing Dose-limiting Toxicities (DLTs) According to the National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) Version 5.0 (Safety Run-in Cohorts) [Time Frame: First dose date up to the end of the first dosing cycle (Cycle 1=35 days)], Percentage of Participants Experiencing Treatment-emergent Laboratory Abnormalities According to the NCI CTCAE Version 5.0 (Safety Run-in Cohorts) [Time Frame: From baseline to the date of last dose of any study drug plus 30 days (Up to 2.5 years)], Objective Response Rate (ORR) (Dose Expansion Cohorts) [Time Frame: Up to 2.5 years]
",Not available,,153,No,30,,35,Unclear,,,Fixed duration,27,29,Frequentist,Yes,6,No,,Yes,Yes,2,,No,,,sponsor,No,Completed,,Oncology,Drug,Phase II,Industry,Industry,Multi,International ,No,,,,,not clearly reported,No,,,,,Data extracted from publication and registry ,
76,04/12/2025 15:30,04/12/2025 15:33,anonymous,,SD,PM33,Yes,,10/01/2010,NCT01248949,A Study to Evaluate the Safety and Antitumor Activity in Subjects With Advanced Solid Tumors,No,,No,8,"nr. of participants with DLTs; MTD; nr.of participants with TEAEs and TESAEs; nr. of participants with laboratory abnormalities  recorded as AEs; nr.o fparticipants with vital sign abnorm. recorded as AEs; nr.of p. with Electrocadiagam abnorm. rec. as AEs; nr.ofp. wioth decline in karnofsky Perforamnce status( KPS) of >=20 points at worst record on-study compared with baseline
",Partially/ Per arm,"study was completed in 2017 , results reported in cohorts recruited up to 2015 - safety population",50,Unclear,,10,162,Unclear,,,Fixed duration,38,60,Frequentist,No,3,No,,unclear,Yes,7,,Yes,5,Not available,,Unclear,Completed,,Oncology,Drug,Phase I,Industry,Industry,Multi,National,No,,,,,adaptive dose adjustment;sample size re-estimation,No,,,,,Data extracted from publication and registry ,
77,04/12/2025 15:33,04/12/2025 15:37,anonymous,,SD,PM5,Yes,,8/17/2015,NCT02465060,NCI-MATCH,Yes,Master protocol,Yes,1,ORR,Partially/ Per arm,5 publication outputs,3000,Unclear,,,6452,Unclear,,,Fixed duration,83,124,Frequentist,Yes,4,No,,Yes,Yes,34,"""Actionable molecular alteration frequency met expectations, but assignment and enrollment lagged due to histology exclusions and mismatch of resources to demand. To address this lag, we revised estimates of mutation frequencies, increased screening sample size, added treatments, and improved assay throughput and efficiency (93.9% completion and 14-day turnaround).""
",No,,,,No,Ongoing,,Oncology,Drug,Phase II,Non-Industry,Public,Multi,National,yes,1,Yes,"planned after first 500 recruited 
",No,sample size re-estimation;population enrichments,No,,,,,Data extracted from publication and registry ,
78,04/12/2025 15:37,04/12/2025 15:41,anonymous,,SD,PM6,Yes,,6/23/2024,38910310,POP,No,,No,1,"Disease control rate ( DCR)
",Not available,,,Unclear,,,,Unclear,,,not reported,,,Frequentist,Not available,,No,,Yes,No,,,No,,,,Unclear,In planning,,Oncology,Drug,Phase II,Non-Industry,Public,Multi,National,unclear,,,,,futility stopping;not clearly reported,Yes,result implementation into healthcare system,Patient ogranisations/advocay groups,Not available,,Data extracted from publication and registry ,
79,04/12/2025 15:42,04/12/2025 15:46,anonymous,,SD,PM7,Yes,,5/26/2020,NCT03838042,INFORM2,No,,No,2,"RP2D ; Best response ( CR or PR)
",Not available,,128,Yes,,25;25;25;29,91,Unclear,,,Fixed duration,35,72,Bayesian,Yes,4,No,,Yes,Yes,1,,Yes,2,Futility,"In case the futility criterion is met, recruitment of patients will be suspended and the DMC will be notified. The DMC will advise the coordinating investigator whether to terminate or to amend the trial.
",No,Ongoing,,Oncology,Drug,Phase I/II,Non-Industry,Public,Multi,International ,yes,2,Yes,"first 10 patient recruited
",Unclear,futility stopping,No,,,,,Data extracted from publication and registry ,
80,04/12/2025 15:46,04/12/2025 15:50,anonymous,,SD,PM8,Yes,,6/25/2019,NCT03944772,ORCHARD,No,,No,1,ORR,Not available,,150,No,40,,247,Unclear,,,Fixed duration,42,71,Frequentist,Yes,5,Yes,Concurrent,unclear,Yes,6,"New biomarker and treatment combination 
",No,,,,Not available,Ongoing,,Oncology,Drug,Phase II,Industry,Industry,Multi,International ,yes,1,Yes,"First 16 patients recruited

",No,sample size re-estimation;futility stopping,No,,,,,Data extracted from publication and registry ,
81,04/12/2025 15:50,04/12/2025 15:54,anonymous,,SD,PM9,Yes,,10/18/2018,NCT03805399 ,FUTURE,Yes,Master protocol,Yes,1,ORR,reported in full,,140,No,20,,141,Yes,,4:20;46;10;46;6;9,Fixed duration,46,50, Both,Yes,7,No,,Yes,No,,,No,,,,No,Unclear,,Oncology,Drug,Phase I/II,Industry,Both,Multi,National,yes,1,Yes,"After 20 participants have been recruited into 1 arm and there is at least 1 participant in each arm.
",Unclear,efficacy stopping;sample size re-estimation,No,,,,,Data extracted from publication and registry ,
82,04/12/2025 15:54,04/12/2025 15:58,anonymous,,SD,PM10,Yes,,12/15/2016,NCT03182634,plasmaMATCH,Yes,Master protocol,Yes,1,ORR,reported in full,,1000,Yes,,40;16;16;16,1150,Yes,,84;21;18;19;1,Fixed duration,82,82,Frequentist,Yes,4,No,,Yes,Yes,1,,No,,,,No,Completed,,Oncology,Drug,Phase II,Non-Industry,Both,Multi,National,yes,1,Yes,"When all 37 patients have been recruited
",No,sample size re-estimation;futility stopping;adaptive dose adjustment,No,,,,,Data extracted from publication and registry ,
83,04/12/2025 15:59,04/12/2025 16:02,anonymous,,SD,PM11,Yes,,05/01/2015,NCT02664935 ; ISRCTN38344105 ; 2014-000814-73,NLMT,No,,No,3,"Objective response(OR) PFS ; Durable clinical benefit(DCB)
",Partially/ Per arm,results from 19 cohort/ reported in paper,620,No,30,,423,No,30,,Fixed duration,36,112,Bayesian,Yes,8,No,,Yes,Yes,2,"Unclear reason, mentions protocol amendment 
",No,,,"Unclear no access to protocol or mentioned in public.
",Unclear,Ongoing,,Oncology,Drug,Phase II,Non-Industry,Both,Multi,National,yes,1,Yes,"15 patient recruitment
",Unclear,futility stopping,No,,,,,Data extracted from publication and registry ,
84,04/12/2025 16:02,04/12/2025 16:06,anonymous,,SD,PM12,Yes,,12/27/2019,NCT04145531,AALL1931,Yes,Master protocol,Yes,2,"Response rate ; occurrence of TEAEs
",reported in full,,135,Unclear,,,299,Yes,,33;83;51,Fixed duration,17,30,Frequentist,No,2,No,,Yes,Yes,1,,No,,,"Recommendation by SDRC
",No,Completed,,Oncology,Drug,Phase II/III,Industry,Industry,Multi,National,yes,1,Yes,"An interim analysis, including data from cohort 1a (25 mg/m2 MWF) and cohort 1b (37.5 mg/m2 MWF), was conducted by the SDRC after 51 patients in cohort 1b completed course 1.
",Unclear,not clearly reported,No,,,,,Data extracted from publication and registry ,
85,04/12/2025 16:07,04/12/2025 16:12,anonymous,,SD,PM13,No,Platform trial no arms added or dropped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data extracted from publication and registry ,
86,04/12/2025 16:12,04/12/2025 16:15,anonymous,,SD,PM14,Yes,,9/15/2010,NCT01203722,Reduced intensity partially HLA mismatched allogeneic  BMT for hematologic malignancies using donors other than 1st° relatives,Yes,Master protocol,Yes,3,"Transplant regimen as determined by rates of severe acute graft-versus-host-disease (GVHD) ; Transplant regimen as determined by rates of transplant-related nonrelapse mortality (NRM) ; 6-month probability of survival as assessed by absence of grade III-IV GVHD or evidence of graft failure.
",Partially/ Per arm,Patients who received mMUD PBSCT andPTCy published  ( specific cohort) ,45,Unclear,,,100,Unclear,,,Fixed duration,66,183, Both,No,3,No,,unclear,Yes,3,,Yes,2,Not available,,No,Ongoing,,Oncology,Combination ( >=2 different interventions),Phase I/II,Non-Industry,Both,Single,National,yes,2,Yes,"Futility testing after. 5th and 15 th patient enrolled 
",Unclear,futility stopping;adaptive dose adjustment,No,,,,,Data extracted from publication and registry ,
87,04/12/2025 16:16,04/12/2025 17:17,anonymous,,SD,PM34,Yes,,10/17/2018,NCT03651271,AMADEUS,Yes,Master protocol,Yes,2,Clinical Benefit Rate (CBR) of Nivolumab With or Without Ipilimumab;Percentage of Participants Whose Tumors Convert From CD8 Low (<15% Tumoral CD8) to CD8 High (>=15%).,Partially/ Per arm,results published per arm ( 29 publications),200,Unclear,,,100,Unclear,,,Fixed duration,48,56,Frequentist,No,2,No,,Yes,Yes,3,,No,,,,No,Completed,,Oncology,Drug,Phase II,Non-Industry,Public,Multi,National,No,,,,,futility stopping;sample size re-estimation,No,,,,,Data extracted from publication and registry ,
88,04/12/2025 17:17,4/14/2025 16:13,anonymous,,SD,PM35,Yes,,12/01/2010,NCT01226316,"Safety, Tolerability & Potential Anti-cancer Activity of Increasing Doses of AZD5363 in Different Treatment Schedules",No,,No,7,"Parts A,B,C,D,E & F : Safety and tolerability of AZD5363 in terms of adverse events and serious adverse events;Parts A,B,C,D,E & F : Safety and tolerability of AZD5363 in terms of death;Parts A,B,C,D,E & F: Safety and tolerability of AZD5363 by assessing changes from baseline of laboratory data (clinical chemistry, haematology, urinalysis);Parts A,B,C,D,E & F: Safety and tolerability of AZD5363 in terms of changes from baseline in vital signs and in electrocardiogram (ECG) parameters;Parts A,B,C,D,E & F: Safety and tolerability of AZD5363 by assessing changes from baseline in electrocardiogram (ECG) parameters;Parts A,B,C,D,E & F: Safety and tolerability of AZD5363 by assessing changes from baseline of glucose laboratory parameters (Urine, serum and plasma glucose, glycosylated haemoglobin).;Parts A,B,C,D,E & F: Safety and tolerability of AZD5363 by assessing left ventricular ejection fraction (LVEF).",Partially/ Per arm,4 publications,84,Yes,,,285,Yes,,47;21;22;20;43;25,Fixed duration,20,166,Frequentist,Yes,3,No,,unclear,Yes,3,,Yes,2,Not available,,No,Completed,,Oncology,Drug,Phase I,Industry,Industry,Multi,National,unclear,,,,,not clearly reported,No,,,,,Data extracted from publication and registry ,
89,4/14/2025 16:14,4/14/2025 17:21,anonymous,,SD,PM36,Yes,,8/15/2016,NCT02721732,Pembrolizumab in Treating Patients With Rare Tumors That Cannot Be Removed by Surgery or Are Metastatic,Yes,Master protocol,Yes,1,Non-progression Rate (NPR) at 27 Weeks by irRECIST,Partially/ Per arm,12 publications,250,No,25,,157,Unclear,,,Fixed duration,36,112,Frequentist,No,10,No,,Yes,No,,,Yes,9,Futility,,No,Ongoing,,Oncology,Drug,Phase II,Non-Industry,Public,Multi,National,yes,9,Yes,first 12 patients recruited,No,efficacy stopping,No,,,,,Data extracted from publication and registry ,
90,4/14/2025 17:22,4/14/2025 17:43,anonymous,,SD,PM37,Yes,,4/14/2014,NCT02091141,MyPathway,Yes,Master protocol,Yes,2,"Percentage of Participants in All Tumor-Pathway Cohorts With Overall Response, as Assessed by the Investigator;Percentage of Atezolizumab-Treated Participants With Tissue Tumor Mutational Burden (tTMB) ?16 Mutations/Mb With Overall Response, as Assessed by the Independent Review Committee (IRC)",Partially/ Per arm,5 publications,500,Yes,,75;25;70;200;30; 20,673,Unclear,,,Fixed duration,70,131,Frequentist,No,4,No,,unclear,Yes,2,,No,,,,No,Completed,,Oncology,Drug,Phase II,Industry,Industry,Multi,National,yes,4,Yes,"1 2 p ati e nt s wit h a s p e cifi c t u m or t y p e h a s b e e n tr e at e d wit h 
o n e of t h e t ar g et e d t h er a pi e s h a s a b a s eli n e a n d p o st -b a s eli n e s c a n, or h a s c o m e off 
tri al f or a n a dv er s e e v e nt.",No,sample size re-estimation;efficacy stopping;futility stopping,No,,,,,Data extracted from publication and registry ,
91,4/14/2025 17:43,4/14/2025 17:59,anonymous,,SD,PM38,Yes,,1/31/2017,NCT02994953,"A Phase Ib Study to Evaluate the Safety, Tolerability, and Pharmacokinetics (PK) of Avelumab in Combination With M9241(NHS-IL12) (JAVELIN IL-12) (COMBO)",Yes,Master protocol,Yes,3,Number of Participants With Treatment Emergent Adverse Events (TEAEs) and Treatment-Related TEAEs According to National Cancer Institute-Common Terminology Criteria for Adverse Event (NCI-CTCAE) v4.03l;Number of Participants With Treatment-Related Adverse Events (TRAEs) by Severity According to National Cancer Institute-Common Terminology Criteria for Adverse Events Version 4.03 (NCI-CTCAE v4.03); Number of Participants With Confirmed Best Overall Response (BOR) Assessed by Investigator Using Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1,reported in full,,30,Unclear,,,52,Unclear,,,Fixed duration,23,46,Frequentist,No,1,No,,unclear,Yes,5,,No,,,,No,Discontinued/terminated,,Oncology,Drug,Phase I,Non-Industry,Public,Multi,International ,No,,,,,futility stopping,No,,,,,Data extracted from publication and registry ,
92,4/14/2025 17:59,4/14/2025 18:10,anonymous,,SD,PM39,Yes,,3/14/2019,NCT03854227,A Dose Escalation Study Of PF-06939999 In Participants With Advanced Or Metastatic Solid Tumors,Yes,Master protocol,Yes,3,"Number of Participants With TEAEs;Number of Participants With Laboratory Abnormalities;Number of Participants With Best Overall Response (BOR) Based on Investigator Assessment (RECIST, Version 1.1)",reported in full,,50,Unclear,,,54,Unclear,,,Fixed duration,40,37, Both,No,9,No,,unclear,No,,,Yes,3,Not available,,No,Discontinued/terminated,,Oncology,Drug,Phase I,Industry,Industry,Multi,National,No,,,,,adaptive dose adjustment,No,,,,,Data extracted from publication and registry ,
93,4/15/2025 10:02,4/15/2025 10:15,anonymous,,SD,PM40,Yes,,4/25/2019,NCT03903705,A Phase Ib/?II Study To Evaluate Fruquintinib Monotherapy Or Plus Sintilimab In Advanced Solid Tumors,No,,No,3,Dose expansion phase (except EMC cohort): efficacy outcome evaluation - ORR based on the investigator's tumor assessment;Dose expansion phase (EMC cohort): efficacy outcome evaluation - ORR based on IRC's tumor assessment;Fruquintinib monotherapy arm: efficacy outcome evaluation - ORR based on investigator's tumor assessment,Not available,,87,Unclear,,,348,Unclear,,,Fixed duration,27,55,Frequentist,No,1,No,,unclear,Yes,3,,Yes,1,Not available,,No,Completed,,Oncology,Drug,Phase I/II,Industry,Industry,Multi,National,No,,,,,not clearly reported,No,,,,,Data extracted from publication and registry ,
94,4/15/2025 10:15,4/15/2025 10:57,anonymous,,SD,PM41,Yes,,11/24/2017,NCT03332797,GO39932 ;A Study of GDC-9545 Alone or in Combination With Palbociclib and/?or Luteinizing Hormone-Releasing Hormone (LHRH) Agonist in Locally Advanced or Metastatic Estrogen Receptor-Positive Breast Cancer,No,,No,15,"Number of Participants with Adverse Events by Severity, According to National Cancer Institute Common Terminology Criteria for Adverse Events version 4.0 (NCI-CTCAE v4.0);Change from Baseline in Systolic Blood Pressure Over Time;Change from Baseline in Diastolic Blood Pressure Over Time;Change from Baseline in Body Temperature Over Time;Change from Baseline in Pulse Rate Over Time;Change from Baseline in Respiration Rate Over Time;Change from Baseline in Electrocardiogram (ECG) Results Over Time: Heart Rate;Change from Baseline in ECG Results Over Time: PR Duration;Change from Baseline in ECG Results Over Time: QRS Duration;Change from Baseline in ECG Results Over Time: QT Duration;Change from Baseline in ECG Results Over Time: QTcF Duration;Change from Baseline in ECG Results Over Time: RR Duration;Number of Participants with Clinical Laboratory Abnormalities in Hematology Tests by Highest Grade According to NCI-CTCAE v4.0;Number of Participants with Clinical Laboratory Abnormalities in Blood Chemistry Tests by Highest Grade According to NCI-CTCAE v4.0;Number of Participants with Clinical Laboratory Abnormalities in Urinalysis Tests by Highest Grade According to NCI-CTCAE v4.0",Partially/ Per arm,2 publications - study design and some results,130,Unclear,,,181,Unclear,,,Fixed duration,36,103,Frequentist,No,6,No,,unclear,Yes,4,,No,,,,No,Ongoing,,Oncology,Drug,Phase I,Industry,Industry,Multi,International ,unclear,,,,,not clearly reported,No,,,,,Data extracted from publication and registry ,
95,4/15/2025 10:57,4/15/2025 11:16,anonymous,,SD,PM42,Yes,,05/08/2017,NCT02981108,"A Study to Evaluate Safety, PK and Efficacy of HS-10296 in Patients With NSCLC",Yes,Master protocol,Yes,,Overall Response Rate (ORR) Phase II Part;,reported in full,,300,Unclear,,,364,Unclear,,,Fixed duration,36,70,Frequentist,No,4,No,,Yes,Yes,1,,No,,,,No,Unclear,,Oncology,Drug,Phase I/II,Industry,Industry,Multi,International ,unclear,,,,,not clearly reported,No,,,,,Data extracted from publication and registry ,
